CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDPValue
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1975,2366666615.55556
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1976,2555555566.66667
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1977,2953333417.77778
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1978,3300000108.88889
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1979,3697940409.6109796
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1980,3641723321.99546
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1981,3478787909.09091
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2002,4055179566.34981
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2003,4515558808.10994
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2004,5226778808.89209
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2005,6209137624.771811
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2006,6971285594.68013
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2007,9747879531.86311
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2008,10109225813.6696
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2009,12439087076.7667
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2010,15856574731.441002
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2011,17804292964.1045
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2012,20001598505.7042
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2013,20561069558.2152
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2014,20484885119.7348
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2015,19907111418.9938
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2016,18017749073.9033
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017,18869945677.9599
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2018,18353881129.881
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2019,19291104007.8299
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1980,5930503400.83228
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1981,5550483035.90815
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1982,5550483035.90815
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1983,5784341596.36339
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1984,6131475065.23832
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1985,7553560459.1042795
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1986,7072063345.44786
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1987,8083872012.473259
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1988,8769250549.73596
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1989,10201099039.5655
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1990,11228764963.1618
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1991,10603784541.196999
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1992,8307810973.58848
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1993,5768720421.61367
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1994,4438321017.390679
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1995,5538749259.94714
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1996,7526446605.51712
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1997,7648377412.83277
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1998,6506229607.29432
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1999,6152922942.98032
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2000,9129594818.60749
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2001,8936063723.20121
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2002,15285594828.418001
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2003,17812705294.325
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2004,23552052407.5488
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2005,36970918699.2523
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2006,52381006892.037994
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2007,65266452081.385994
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2008,88538611205.1433
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2009,70307163678.23799
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2010,83799496611.2004
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2011,111789686464.441
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2012,128052853643.106
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2013,136709862831.194
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2014,145712200312.505
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2015,116193649124.151
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2016,101123851090.455
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2017,122123822333.59
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2018,101353230784.59401
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2019,88815697793.30301
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1984,1857338011.85488
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1985,1897050133.42015
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1986,2097326250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1987,2080796250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1988,2051236250
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1989,2253090000
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990,2028553750
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991,1099559027.77778
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1992,652174990.837304
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1993,1185315468.46295
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994,1880951520.3972
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1995,2392764853.42107
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1996,3199642579.96974
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1997,2258515610.0886197
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1998,2545967253.2416
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1999,3212119044.17089
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2000,3480355188.6006303
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2001,3922099470.9731297
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002,4348070165.19261
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2003,5611492282.86582
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2004,7184681398.5698
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2005,8052075642.107809
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2006,8896073938.31407
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2007,10677321490.3807
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2008,12881354103.8398
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009,12044223352.5413
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2010,11926928505.5231
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2011,12890765324.2256
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2012,12319830252.4768
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2013,12776217194.7928
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2014,13228144008.3428
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2015,11386846319.1589
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2016,11861200797.4706
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13019693450.8816
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2018,15147020535.3869
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2019,15279183289.9372
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1970,78619206.0850963
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1971,89409820.3592814
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1972,113408231.94408502
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1973,150820102.798401
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1974,186558696.279204
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1975,220127246.376812
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1976,227281024.620741
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1977,254020153.340635
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1978,308008897.569444
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1979,411578334.159643
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1980,446416105.825017
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1981,388958731.302938
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1982,375895956.383462
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1983,327861832.94663596
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1984,330070689.29828197
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1985,346737964.774951
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1986,482000594.03587997
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1987,611316399.407088
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1988,721425939.15155
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1989,795449332.396346
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1990,1029048481.88051
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1991,1106928582.86629
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1992,1210013651.87713
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1993,1007025755.00065
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1994,1017549124.33238
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1995,1178738991.19295
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1996,1223945356.6268198
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1997,1180597272.72727
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1998,1211932397.81713
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1999,1239876305.13531
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2000,1429049198.4521801
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2001,1546926174.49664
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2002,1755910031.99699
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2003,2361726862.30248
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2004,2894921777.9985104
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2005,3159905484.39249
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2006,3456442102.622
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2007,3952600602.2447295
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2008,4085630584.4441204
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2009,3674409558.2106104
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2010,3449966856.68832
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2011,3629203786.19154
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2012,3188808942.56713
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2013,3193704343.2062697
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2014,3271808157.30038
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2015,2789870187.50693
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2016,2896679211.86628
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2017,3000180750.11297
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2018,3218316013.22626
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2019,3154057987.23833
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1968,25891606124.2687
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1969,28429146975.4578
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1970,32013340941.3631
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1971,37045140366.8421
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1972,44182128971.3952
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1973,55922081751.8977
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1974,105711125366.34698
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1975,117103149355.725
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1976,145484738304.229
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1977,167530174445.324
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1978,183969539762.573
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1979,248970610830.70602
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1980,337548607895.817
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1981,348013579325.699
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1982,326467614158.13104
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1983,306718525880.76697
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1984,311102902529.672
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1985,307935286171.297
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1986,294002304210.70197
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1987,313464339247.534
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1988,308329777739.899
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1989,323313155352.56604
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1990,447403057842.308
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1991,441363731387.28796
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1992,472395612979.048
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1993,477750218753.59796
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1994,488310840410.44
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1995,524626754650.831
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1996,579109082402.504
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1997,614123231689.679
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1998,592264356627.349
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1999,644527010683.065
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2000,735685319268.802
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2001,722917010350.548
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2002,726832740066.5491
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2003,821089931822.7191
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2004,965100949397.812
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2005,1186135399898.53
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2006,1406002045914.84
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2007,1639307043044.79
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2008,2080969850135.39
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2009,1795740921393.58
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2010,2103331412247.86
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2011,2494028778449.34
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2012,2773499064014.84
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2013,2856372458851.04
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2014,2894391168409.54
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2015,2534723688142.23
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2016,2469440154484.43
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2017,2516121177762.82
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2018,2771384097904.53
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2019,2817414584665.11
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1975,14720672506.5004
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1976,19213022691.0526
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1977,24871775164.6043
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1978,23775831783.4263
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1979,31225463217.7582
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1980,43598748449.0479
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1981,49333424135.1131
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1982,46622718605.2847
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1983,42803323345.1376
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1984,41807954235.903
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1985,40603650231.5445
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1986,33943612094.7971
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1987,36384908744.2114
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1988,36275674203.2144
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1989,41464995913.9199
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1990,50701443748.2975
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1991,51552165622.4462
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1992,54239171887.769005
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1993,55625170253.337006
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1994,59305093979.842
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1995,65743666575.8649
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1996,73571233996.1863
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1997,78839008444.5655
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1998,75674336283.1858
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1999,84445473110.9598
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2000,104337372362.151
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2001,103311640571.81801
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2002,109816201497.61699
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2003,124346358066.71199
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2004,147824370319.94598
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2005,180617467964.602
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2006,222116541865.214
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2007,257916133424.09802
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2008,315474615738.598
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2009,253547358747.447
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2010,289787338325.391
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2011,350666031313.819
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2012,374590605854.323
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2013,390107556160.654
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2014,403137100068.074
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2015,358135057862.492
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2016,357045064669.84296
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2017,385605506854.88104
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2018,422215043584.969
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2019,421142267937.65
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1962,24450604877.6081
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1963,18272123664.4715
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1964,25605249381.7597
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1965,28344705966.6389
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1966,28630474727.9023
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1967,24256667553.2569
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1968,26436857247.4982
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1969,31256284543.6155
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1970,31584210365.5447
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1971,33293199095.4881
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1972,34733000536.2862
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1973,52544000116.9037
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1974,72436777342.4554
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1975,52438647921.9226
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1976,51169499890.7722
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1977,56781000100.9448
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1978,58082870156.2634
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1979,69252328953.3789
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1980,76961923741.9479
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1981,78676842366.4213
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1982,84307486836.724
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1983,103979106777.911
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1984,79092001998.032
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1985,88416668900.2596
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1986,110934442762.694
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1987,111106191358.19699
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1988,126206817196.091
